countryCode,genus,species,decimalLongitude,decimalLatitude,thermal_zone
FR,Xylotrechus,Xylotrechus arvicola,0.957505,47.31305,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.95759,47.312,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.94706,47.33718,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.94706,47.33718,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.2011,48.97007,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.58835,47.53512,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.484939,51.062959,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.27489,44.20272,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.31423,44.17959,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.51,47.33,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.48,47.45,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.39862,48.93408,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.39862,48.93408,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.30945,48.08563,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.13502,45.11766,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.67315,46.63458,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.9827,47.21239,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.12837,45.02774,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.54132,43.78648,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.99464,47.98107,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.05472,44.36683,temperate
DE,Xylotrechus,Xylotrechus arvicola,13.541609,51.124973,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.428577,41.761913,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.75,51.05,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.45,51.45,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.5152,47.917,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.43396,43.95732,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.23188,45.79068,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93922,42.4948,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.06488,46.1848,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93922,42.4948,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.80354,46.72492,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.54326,48.9081,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.54326,48.9081,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.6037,47.31476,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.5237,47.35001,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.49786,47.9439,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.70237,48.9679,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.70237,48.9679,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.70237,48.9679,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.10043,46.3813,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.74098,47.44794,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.19739,47.62826,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.19739,47.62826,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.55,51.35,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.55,51.35,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.6,51.9,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.3041,46.13677,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.3041,46.13677,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.65964,43.69248,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.41703,48.33682,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.43351,46.13293,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.61,47.31,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.08,47.25,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.63,47.32,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.05515,47.25744,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.73162,47.20969,temperate
BE,Xylotrechus,Xylotrechus arvicola,4.512,50.385,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.512647,41.780314,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.706,48.1118,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.3036,44.17245,temperate
FR,Xylotrechus,Xylotrechus arvicola,7.50108,48.07941,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.31395,44.15394,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93922,42.4948,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.68845,48.11593,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.6037,47.31476,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.5201,47.482170000000004,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.5201,47.482170000000004,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.5201,47.482170000000004,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.5201,47.482170000000004,temperate
BE,Xylotrechus,Xylotrechus arvicola,4.509,50.295,temperate
BE,Xylotrechus,Xylotrechus arvicola,5.065,50.151,temperate
NL,Xylotrechus,Xylotrechus arvicola,6.15,51.5,temperate
IT,Xylotrechus,Xylotrechus arvicola,7.39636,44.2822,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.36482,45.70377,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93922,42.4948,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93922,42.4948,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.81519,43.30399,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.85615,44.76709,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.39862,48.93408,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.86466,47.33925,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.81443,48.01265,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.1176,46.35156,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.43426,45.0556,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.38632,48.88342,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.4109,45.09293,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.46459,41.771093,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.476475,41.789162,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.36482,45.70377,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.36482,45.70377,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.36482,45.70377,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.356221,41.779544,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.93188,48.79504,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.41722,43.79044,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.85,50.85,temperate
NL,Xylotrechus,Xylotrechus arvicola,5.85,50.85,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.593815,42.662365,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.88486,48.96497,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.6405,47.29824,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.428577,41.761913,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.2652,47.80307,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.2652,47.80307,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.2652,47.80307,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.59996,48.28572,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.84142,48.01432,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.69086,47.02916,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.40338,48.12032,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.43299,48.17472,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.32205,45.82416,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.367634,41.842656,temperate
ES,Xylotrechus,Xylotrechus arvicola,2.476475,41.789162,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.72451,45.36111,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.86731,45.80918,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.72451,45.36111,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.05515,47.25744,temperate
BE,Xylotrechus,Xylotrechus arvicola,5.578,50.591,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.25,47.65,temperate
FR,Xylotrechus,Xylotrechus arvicola,0.07,47.22,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.52,47.22,temperate
NL,Xylotrechus,Xylotrechus arvicola,6.15,51.5,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.1225,48.82971,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.98738,43.05043,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.08367,47.26451,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.08367,47.26451,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.35888,46.11098,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.06744,44.27456,temperate
ES,Xylotrechus,Xylotrechus arvicola,1.101708,41.691369,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.37984,44.08027,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.19231,45.55431,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.0232,42.53014,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.84933,44.2248,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.30872,44.06401,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.67696,43.96216,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.32697,43.59686,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.8009,43.89807,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.8142,44.1679,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.8142,44.1679,temperate
FR,Xylotrechus,Xylotrechus arvicola,3.19231,45.55431,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.25126,48.79272,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.25126,48.79272,temperate
FR,Xylotrechus,Xylotrechus arvicola,5.8142,44.1679,temperate
FR,Xylotrechus,Xylotrechus arvicola,4.71068,44.91102,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.3036,44.17245,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.62103,43.29537,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.31395,44.15394,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.48971,48.30994,temperate
FR,Xylotrechus,Xylotrechus arvicola,2.95446,48.21333,temperate
FR,Xylotrechus,Xylotrechus arvicola,-0.24544,47.55851,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.51437,45.14501,temperate
FR,Xylotrechus,Xylotrechus arvicola,1.53563,45.1847,temperate
FR,Xylotrechus,Xylotrechus arvicola,-1.62103,43.29537,temperate
FR,Xylotrechus,Xylotrechus arvicola,6.60203,43.91579,temperate
AU,Limnodynastes,Limnodynastes peronii,145.635521,-17.286084,tropical
AU,Limnodynastes,Limnodynastes peronii,145.635884,-17.285881,tropical
AU,Limnodynastes,Limnodynastes peronii,145.458725,-17.581137,tropical
AU,Limnodynastes,Limnodynastes tasmaniensis,146.761508,-19.225304,tropical
AU,Limnodynastes,Limnodynastes tasmaniensis,146.771287,-19.233187,tropical
AU,Limnodynastes,Limnodynastes tasmaniensis,146.779301,-19.231173,tropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
CN,Drosophila,Drosophila simulans,120.891,31.4167,subtropical
US,Drosophila,Drosophila simulans,-78.9437,36.0018,subtropical
US,Drosophila,Drosophila simulans,-78.9759,36.0234,subtropical
US,Drosophila,Drosophila simulans,-78.9759,36.0234,subtropical
US,Drosophila,Drosophila simulans,-78.9759,36.0233,subtropical
GB,Drosophila,Drosophila simulans,0.237091,52.239022,temperate
NL,Drosophila,Drosophila simulans,4.2,51.4,temperate
CR,Drosophila,Drosophila simulans,-85.4643,10.9292,tropical
CR,Drosophila,Drosophila simulans,-85.4643,10.9292,tropical
JP,Drosophila,Drosophila simulans,130.4,33.5,subtropical
FI,Drosophila,Drosophila simulans,22.669159,60.40028,temperate
US,Drosophila,Drosophila simulans,-81.044,27.582,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-119.037,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.037,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.037,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.037,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.035,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.035,34.086,subtropical
US,Drosophila,Drosophila simulans,-119.013,34.082,subtropical
US,Drosophila,Drosophila simulans,-121.176,37.469,subtropical
US,Drosophila,Drosophila simulans,-121.176,37.469,subtropical
US,Drosophila,Drosophila simulans,-121.176,37.469,subtropical
AU,Drosophila,Drosophila simulans,146.801,-19.283,tropical
US,Drosophila,Drosophila simulans,-82.3014,27.2446,subtropical
US,Drosophila,Drosophila simulans,-82.2958,27.2524,subtropical
US,Drosophila,Drosophila simulans,-81.0479,27.5817,subtropical
US,Drosophila,Drosophila simulans,-112.018,33.8274,subtropical
CA,Drosophila,Drosophila simulans,-82.516,41.936,temperate
CA,Drosophila,Drosophila simulans,-82.51,41.93,temperate
CA,Drosophila,Drosophila simulans,-82.52,41.94,temperate
US,Drosophila,Drosophila simulans,-70.6533,41.5304,temperate
US,Drosophila,Drosophila simulans,-70.6533,41.5304,temperate
US,Drosophila,Drosophila simulans,-70.6533,41.5304,temperate
US,Drosophila,Drosophila simulans,-70.65,41.53,temperate
US,Drosophila,Drosophila simulans,-70.65,41.53,temperate
US,Drosophila,Drosophila simulans,-70.65,41.53,temperate
CA,Drosophila,Drosophila simulans,-80.134,43.537,temperate
CA,Drosophila,Drosophila simulans,-80.13,43.53,temperate
CA,Drosophila,Drosophila simulans,-80.13,43.54,temperate
AU,Drosophila,Drosophila simulans,146.801,-19.2828,tropical
NL,Drosophila,Drosophila simulans,5.6,51.9,temperate
GB,Drosophila,Drosophila simulans,-3.801419,54.871888,temperate
US,Drosophila,Drosophila simulans,-98.4166,29.7873,subtropical
FR,Drosophila,Drosophila simulans,7.506,44.067,temperate
FR,Drosophila,Drosophila simulans,3.0232,42.53014,temperate
FR,Drosophila,Drosophila simulans,7.506,44.067,temperate
PF,Drosophila,Drosophila simulans,-151.36,-16.861,tropical
PF,Drosophila,Drosophila simulans,-151.36,-16.861,tropical
PF,Drosophila,Drosophila simulans,-151.424,-16.818,tropical
PF,Drosophila,Drosophila simulans,-149.544,-17.607,tropical
PF,Drosophila,Drosophila simulans,-149.54,-17.61,tropical
PF,Drosophila,Drosophila simulans,-151.42,-16.82,tropical
PF,Drosophila,Drosophila simulans,-151.36,-16.86,tropical
PF,Drosophila,Drosophila simulans,-151.36,-16.86,tropical
PT,Drosophila,Drosophila simulans,-27.35092,38.73564,subtropical
PT,Drosophila,Drosophila simulans,-25.41782,37.68911,subtropical
PT,Drosophila,Drosophila simulans,-25.81325,37.78388,subtropical
PT,Drosophila,Drosophila simulans,-25.13101,37.82009,subtropical
PT,Drosophila,Drosophila simulans,-25.13327,37.73001,subtropical
PT,Drosophila,Drosophila simulans,-25.64377,37.73699,subtropical
PT,Drosophila,Drosophila simulans,-25.81253,37.82894,subtropical
PT,Drosophila,Drosophila simulans,-25.58618,37.78137,subtropical
PT,Drosophila,Drosophila simulans,-25.75648,37.78329,subtropical
PT,Drosophila,Drosophila simulans,-27.29358,38.78086,subtropical
PT,Drosophila,Drosophila simulans,-25.47173,37.82501,subtropical
PT,Drosophila,Drosophila simulans,-27.23572,38.69087,subtropical
PT,Drosophila,Drosophila simulans,-25.81181,37.87399,subtropical
PT,Drosophila,Drosophila simulans,-27.12089,38.78116,subtropical
PT,Drosophila,Drosophila simulans,-25.30239,37.77763,subtropical
PT,Drosophila,Drosophila simulans,-25.47359,37.73491,subtropical
PT,Drosophila,Drosophila simulans,-25.30136,37.82267,subtropical
PT,Drosophila,Drosophila simulans,-27.29303,38.64568,subtropical
PT,Drosophila,Drosophila simulans,-27.0632,38.64603,subtropical
PT,Drosophila,Drosophila simulans,-27.23617,38.82605,subtropical
PT,Drosophila,Drosophila simulans,-25.58533,37.82643,subtropical
PT,Drosophila,Drosophila simulans,-25.81109,37.91905,subtropical
PT,Drosophila,Drosophila simulans,-25.35715,37.86852,subtropical
PT,Drosophila,Drosophila simulans,-25.58704,37.73632,subtropical
PT,Drosophila,Drosophila simulans,-25.69813,37.87279,subtropical
PT,Drosophila,Drosophila simulans,-25.12987,37.86513,subtropical
PT,Drosophila,Drosophila simulans,-25.75421,37.91846,subtropical
PT,Drosophila,Drosophila simulans,-25.69972,37.78268,subtropical
PT,Drosophila,Drosophila simulans,-27.35115,38.7807,subtropical
PT,Drosophila,Drosophila simulans,-27.29321,38.69074,subtropical
PT,Drosophila,Drosophila simulans,-27.23587,38.73593,subtropical
PT,Drosophila,Drosophila simulans,-25.18889,37.77594,subtropical
PT,Drosophila,Drosophila simulans,-25.75497,37.8734,subtropical
PT,Drosophila,Drosophila simulans,-25.24457,37.82184,subtropical
PT,Drosophila,Drosophila simulans,-25.41686,37.73416,subtropical
PT,Drosophila,Drosophila simulans,-25.53031,37.73563,subtropical
PT,Drosophila,Drosophila simulans,-27.12081,38.73611,subtropical
PT,Drosophila,Drosophila simulans,-25.18779,37.82098,subtropical
PT,Drosophila,Drosophila simulans,-27.06324,38.69109,subtropical
PT,Drosophila,Drosophila simulans,-27.17834,38.73603,subtropical
PT,Drosophila,Drosophila simulans,-25.35815,37.823480000000004,subtropical
PT,Drosophila,Drosophila simulans,-27.12074,38.69105,subtropical
PT,Drosophila,Drosophila simulans,-25.36014,37.73338,subtropical
PT,Drosophila,Drosophila simulans,-27.23602,38.78099,subtropical
PT,Drosophila,Drosophila simulans,-25.69893,37.82774,subtropical
PT,Drosophila,Drosophila simulans,-25.75573,37.82835,subtropical
PT,Drosophila,Drosophila simulans,-25.86865,37.87455,subtropical
PT,Drosophila,Drosophila simulans,-25.18999,37.73089,subtropical
PT,Drosophila,Drosophila simulans,-27.12066,38.64599,subtropical
PT,Drosophila,Drosophila simulans,-25.5312,37.69058,subtropical
PT,Drosophila,Drosophila simulans,-25.2467,37.73175,subtropical
PT,Drosophila,Drosophila simulans,-25.30033,37.86772,subtropical
PT,Drosophila,Drosophila simulans,-27.06332,38.78121,subtropical
PT,Drosophila,Drosophila simulans,-25.2435,37.86688,subtropical
PT,Drosophila,Drosophila simulans,-25.52853,37.82573,subtropical
PT,Drosophila,Drosophila simulans,-27.40845,38.73546,subtropical
PT,Drosophila,Drosophila simulans,-27.23557,38.64581,subtropical
PT,Drosophila,Drosophila simulans,-25.4159,37.77921,subtropical
PT,Drosophila,Drosophila simulans,-27.3507,38.69058,subtropical
PT,Drosophila,Drosophila simulans,-25.35915,37.77843,subtropical
PT,Drosophila,Drosophila simulans,-25.41494,37.82426,subtropical
PT,Drosophila,Drosophila simulans,-25.64295,37.78204,subtropical
PT,Drosophila,Drosophila simulans,-25.24564,37.77679,subtropical
PT,Drosophila,Drosophila simulans,-25.64212,37.82709,subtropical
PT,Drosophila,Drosophila simulans,-25.529419999999998,37.78068,subtropical
PT,Drosophila,Drosophila simulans,-25.47266,37.77996,subtropical
PT,Drosophila,Drosophila simulans,-27.2934,38.7358,subtropical
PT,Drosophila,Drosophila simulans,-27.06328,38.73615,subtropical
PT,Drosophila,Drosophila simulans,-27.17845,38.78109,subtropical
PT,Drosophila,Drosophila simulans,-27.17823,38.69097,subtropical
PT,Drosophila,Drosophila simulans,-25.13214,37.77505,subtropical
PT,Drosophila,Drosophila simulans,-25.18669,37.86602,subtropical
PT,Drosophila,Drosophila simulans,-25.47451,37.68986,subtropical
PT,Drosophila,Drosophila simulans,-25.30342,37.73258,subtropical
PT,Drosophila,Drosophila simulans,-25.86934,37.8295,subtropical
PT,Drosophila,Drosophila simulans,-25.7005,37.73763,subtropical
PT,Drosophila,Drosophila simulans,-25.75724,37.73824,subtropical
PT,Drosophila,Drosophila simulans,-27.17812,38.64591,subtropical
GB,Drosophila,Drosophila simulans,-3.278962,52.61336,temperate
GB,Drosophila,Drosophila simulans,-1.571876,50.827103,temperate
CA,Drosophila,Drosophila simulans,-82.675,41.78194,temperate
ES,Drosophila,Drosophila simulans,-16.60364,28.232821,subtropical
ES,Drosophila,Drosophila simulans,-16.687099,28.2239,subtropical
ES,Drosophila,Drosophila simulans,-16.69664,28.256149,subtropical
ES,Drosophila,Drosophila simulans,-16.62328,28.21084,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.5534,28.28195,subtropical
ES,Drosophila,Drosophila simulans,-16.5534,28.28195,subtropical
ES,Drosophila,Drosophila simulans,-16.55117,28.262119,subtropical
ES,Drosophila,Drosophila simulans,-16.55117,28.262119,subtropical
ES,Drosophila,Drosophila simulans,-16.55117,28.262119,subtropical
ES,Drosophila,Drosophila simulans,-16.62328,28.21084,subtropical
ES,Drosophila,Drosophila simulans,-16.62574,28.232109,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.660089,28.23296,subtropical
ES,Drosophila,Drosophila simulans,-16.660089,28.23296,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.70097,28.252939,subtropical
ES,Drosophila,Drosophila simulans,-16.660089,28.23296,subtropical
ES,Drosophila,Drosophila simulans,-16.55117,28.262119,subtropical
ES,Drosophila,Drosophila simulans,-16.62574,28.232109,subtropical
ES,Drosophila,Drosophila simulans,-16.5534,28.28195,subtropical
ES,Drosophila,Drosophila simulans,-16.646151,28.26742,subtropical
ES,Drosophila,Drosophila simulans,-16.646151,28.26742,subtropical
ES,Drosophila,Drosophila simulans,-16.646151,28.26742,subtropical
ES,Drosophila,Drosophila simulans,-16.646151,28.26742,subtropical
ES,Drosophila,Drosophila simulans,-16.646151,28.26742,subtropical
ES,Drosophila,Drosophila simulans,-16.687099,28.2239,subtropical
PT,Drosophila,Drosophila simulans,-9.484918,38.803511,subtropical
PT,Drosophila,Drosophila simulans,-9.484918,38.803511,subtropical
PT,Drosophila,Drosophila simulans,-9.484918,38.803511,subtropical
PT,Drosophila,Drosophila simulans,-9.484918,38.803511,subtropical
PT,Drosophila,Drosophila simulans,-9.484918,38.803511,subtropical
