countryCode,genus,species,decimalLongitude,decimalLatitude
AU,Limnodynastes,Limnodynastes peronii,151.063714,-33.82518
AU,Limnodynastes,Limnodynastes peronii,153.211957,-27.516611
AU,Limnodynastes,Limnodynastes peronii,145.128556,-37.864792
AU,Limnodynastes,Limnodynastes peronii,142.028457,-37.722953
AU,Limnodynastes,Limnodynastes peronii,153.359031,-27.54636
AU,Limnodynastes,Limnodynastes peronii,150.9,-34.3
AU,Limnodynastes,Limnodynastes peronii,152.6,-26.1
AU,Limnodynastes,Limnodynastes peronii,153.2,-27.7
AU,Limnodynastes,Limnodynastes peronii,151.1,-33.8
AU,Limnodynastes,Limnodynastes peronii,151.185332,-33.91111
AU,Limnodynastes,Limnodynastes peronii,151.176536,-33.855934
AU,Limnodynastes,Limnodynastes peronii,152.322847,-32.614671
AU,Limnodynastes,Limnodynastes peronii,152.322875,-32.615158
AU,Limnodynastes,Limnodynastes peronii,152.312984,-32.615123
AU,Limnodynastes,Limnodynastes peronii,152.322799,-32.613931
AU,Limnodynastes,Limnodynastes peronii,152.323404,-32.615657
AU,Limnodynastes,Limnodynastes peronii,152.32276,-32.614887
AU,Limnodynastes,Limnodynastes peronii,150.697274,-34.397195
AU,Limnodynastes,Limnodynastes peronii,145.051696,-37.781755
AU,Limnodynastes,Limnodynastes peronii,145.05174,-37.781789
AU,Limnodynastes,Limnodynastes peronii,150.885681,-33.853569
AU,Limnodynastes,Limnodynastes peronii,150.884567,-33.853077
AU,Limnodynastes,Limnodynastes peronii,150.885376,-33.852901
AU,Limnodynastes,Limnodynastes peronii,150.885513,-33.853081
AU,Limnodynastes,Limnodynastes peronii,150.88652,-33.85294
AU,Limnodynastes,Limnodynastes peronii,153.130312,-27.880859
AU,Limnodynastes,Limnodynastes peronii,150.930054,-33.551408
AU,Limnodynastes,Limnodynastes peronii,150.897484,-33.764989
AU,Limnodynastes,Limnodynastes peronii,151.241885,-33.760496
AU,Limnodynastes,Limnodynastes peronii,150.768733,-34.070431
AU,Limnodynastes,Limnodynastes peronii,153.294227,-29.152583
AU,Limnodynastes,Limnodynastes peronii,152.829229,-31.466447
AU,Limnodynastes,Limnodynastes peronii,153.104265,-26.433569
AU,Limnodynastes,Limnodynastes peronii,153.555435,-28.713148
AU,Limnodynastes,Limnodynastes peronii,145.150612,-37.645213
AU,Limnodynastes,Limnodynastes peronii,153.083611,-26.814444
AU,Limnodynastes,Limnodynastes peronii,153.173712,-29.485469
AU,Limnodynastes,Limnodynastes peronii,150.227124,-35.775941
AU,Limnodynastes,Limnodynastes peronii,153.158478,-27.593531
AU,Limnodynastes,Limnodynastes peronii,153.3,-27.8
AU,Limnodynastes,Limnodynastes peronii,145.4,-37.9
AU,Limnodynastes,Limnodynastes peronii,150.510584,-35.257279
AU,Limnodynastes,Limnodynastes peronii,151.242417,-33.987757
AU,Limnodynastes,Limnodynastes peronii,151.092544,-33.774939
AU,Limnodynastes,Limnodynastes peronii,152.058228,-27.264241
AU,Limnodynastes,Limnodynastes peronii,152.449928,-32.234036
AU,Limnodynastes,Limnodynastes peronii,153.039658,-27.339537
AU,Limnodynastes,Limnodynastes peronii,153.248245,-28.034742
AU,Limnodynastes,Limnodynastes peronii,150.963613,-33.957203
AU,Limnodynastes,Limnodynastes peronii,152.88862,-30.783184
AU,Limnodynastes,Limnodynastes peronii,152.943923,-30.684953
AU,Limnodynastes,Limnodynastes peronii,145.051398,-37.781445
AU,Limnodynastes,Limnodynastes peronii,151.681999,-32.972376
AU,Limnodynastes,Limnodynastes peronii,148.988586,-33.50762
AU,Limnodynastes,Limnodynastes peronii,150.468183,-35.313664
AU,Limnodynastes,Limnodynastes peronii,150.468289,-35.313644
AU,Limnodynastes,Limnodynastes peronii,145.148558,-37.823983
AU,Limnodynastes,Limnodynastes peronii,151.196344,-24.003889
AU,Limnodynastes,Limnodynastes peronii,150.971196,-33.794108
AU,Limnodynastes,Limnodynastes peronii,141.120861,-38.113042
AU,Limnodynastes,Limnodynastes peronii,153.11687,-27.342971
AU,Limnodynastes,Limnodynastes peronii,141.313155,-38.167295
AU,Limnodynastes,Limnodynastes peronii,150.971421,-33.793961
AU,Limnodynastes,Limnodynastes peronii,150.694635,-34.028051
AU,Limnodynastes,Limnodynastes peronii,152.8,-31.6
AU,Limnodynastes,Limnodynastes peronii,145.049401,-37.780336
AU,Limnodynastes,Limnodynastes peronii,145.042334,-37.790252
AU,Limnodynastes,Limnodynastes peronii,152.91991,-26.81984
AU,Limnodynastes,Limnodynastes peronii,140.773538,-37.706045
AU,Limnodynastes,Limnodynastes peronii,140.6975,-37.687661
AU,Limnodynastes,Limnodynastes peronii,140.666503,-37.662501
AU,Limnodynastes,Limnodynastes peronii,140.908105,-37.629056
AU,Limnodynastes,Limnodynastes peronii,140.78567,-37.705151
AU,Limnodynastes,Limnodynastes peronii,140.673527,-37.680033
AU,Limnodynastes,Limnodynastes peronii,140.675894,-37.678931
AU,Limnodynastes,Limnodynastes peronii,150.855453,-33.937958
AU,Limnodynastes,Limnodynastes peronii,145.548645,-37.686313
AU,Limnodynastes,Limnodynastes peronii,145.129745,-38.006897
AU,Limnodynastes,Limnodynastes peronii,151.196322,-24.003597
AU,Limnodynastes,Limnodynastes peronii,146.4,-38.6
AU,Limnodynastes,Limnodynastes peronii,153.247641,-29.325126
AU,Limnodynastes,Limnodynastes peronii,146.084533,-38.239708
AU,Limnodynastes,Limnodynastes peronii,145.198854,-37.982641
AU,Limnodynastes,Limnodynastes peronii,150.723492,-33.729522
AU,Limnodynastes,Limnodynastes peronii,153.29714,-28.679034
AU,Limnodynastes,Limnodynastes peronii,140.745142,-37.700528
AU,Limnodynastes,Limnodynastes peronii,140.744958,-37.699866
AU,Limnodynastes,Limnodynastes peronii,145.673888,-38.124072
AU,Limnodynastes,Limnodynastes peronii,153.214803,-29.454106
AU,Limnodynastes,Limnodynastes peronii,145.644201,-38.490721
AU,Limnodynastes,Limnodynastes peronii,145.272425,-38.037227
AU,Limnodynastes,Limnodynastes peronii,153.185382,-27.292844
AU,Limnodynastes,Limnodynastes peronii,149.151703,-37.565357
AU,Limnodynastes,Limnodynastes peronii,151.158122,-33.921947
AU,Limnodynastes,Limnodynastes peronii,149.152664,-37.568325
AU,Limnodynastes,Limnodynastes peronii,152.821786,-26.563181
AU,Limnodynastes,Limnodynastes peronii,145.134691,-37.885596
AU,Limnodynastes,Limnodynastes peronii,151.134788,-33.896835
AU,Limnodynastes,Limnodynastes peronii,145.075015,-37.768808
AU,Limnodynastes,Limnodynastes peronii,153.09416,-26.793963
AU,Limnodynastes,Limnodynastes peronii,152.965709,-26.656449
AU,Limnodynastes,Limnodynastes peronii,143.75442,-38.474784
AU,Limnodynastes,Limnodynastes peronii,146.164784,-38.67138
AU,Limnodynastes,Limnodynastes peronii,142.367346,-38.316115
AU,Limnodynastes,Limnodynastes peronii,151.151522,-33.798558
AU,Limnodynastes,Limnodynastes peronii,145.194346,-37.964578
AU,Limnodynastes,Limnodynastes peronii,152.69903299999999,-31.788514
AU,Limnodynastes,Limnodynastes peronii,149.084313,-35.455239
AU,Limnodynastes,Limnodynastes peronii,152.313704,-32.540769
AU,Limnodynastes,Limnodynastes peronii,152.305181,-32.544223
AU,Limnodynastes,Limnodynastes peronii,149.2464,-35.3724
AU,Limnodynastes,Limnodynastes peronii,151.1,-33.7
AU,Limnodynastes,Limnodynastes peronii,145.5,-37.7
AU,Limnodynastes,Limnodynastes peronii,145.5,-37.7
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,150.6,-33.8
AU,Limnodynastes,Limnodynastes peronii,152.6,-25.9
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,145.2,-38.1
AU,Limnodynastes,Limnodynastes peronii,144.895137,-37.778037
AU,Limnodynastes,Limnodynastes peronii,140.91357,-38.046598
AU,Limnodynastes,Limnodynastes peronii,140.580751,-37.720581
AU,Limnodynastes,Limnodynastes peronii,140.745209,-37.700104
AU,Limnodynastes,Limnodynastes peronii,140.723615,-38.052307
AU,Limnodynastes,Limnodynastes peronii,140.745163,-37.700104
AU,Limnodynastes,Limnodynastes peronii,140.640574,-37.726227
AU,Limnodynastes,Limnodynastes peronii,140.685928,-38.055695
AU,Limnodynastes,Limnodynastes peronii,140.745171,-37.699585
AU,Limnodynastes,Limnodynastes peronii,140.655359,-37.602051
AU,Limnodynastes,Limnodynastes peronii,140.745209,-37.700104
AU,Limnodynastes,Limnodynastes peronii,140.910829,-38.043151
AU,Limnodynastes,Limnodynastes peronii,140.625239,-37.161346
AU,Limnodynastes,Limnodynastes peronii,140.625237,-37.161346
AU,Limnodynastes,Limnodynastes peronii,145.012864,-37.83108
AU,Limnodynastes,Limnodynastes peronii,145.254625,-37.89334
AU,Limnodynastes,Limnodynastes peronii,150.203792,-35.821352
AU,Limnodynastes,Limnodynastes peronii,153.133789,-27.565195
AU,Limnodynastes,Limnodynastes peronii,145.483395,-38.196506
AU,Limnodynastes,Limnodynastes peronii,145.130661,-38.007611
AU,Limnodynastes,Limnodynastes peronii,150.852498,-33.971566
AU,Limnodynastes,Limnodynastes peronii,152.335851,-32.62174
AU,Limnodynastes,Limnodynastes peronii,152.333408,-32.619202
AU,Limnodynastes,Limnodynastes peronii,152.333093,-32.61855
AU,Limnodynastes,Limnodynastes peronii,152.446762,-32.345238
AU,Limnodynastes,Limnodynastes peronii,152.901038,-26.79374
AU,Limnodynastes,Limnodynastes peronii,153.096957,-26.552199
AU,Limnodynastes,Limnodynastes peronii,149.724354,-35.181385
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,152.761703,-27.578822
AU,Limnodynastes,Limnodynastes peronii,148.647447,-37.745829
AU,Limnodynastes,Limnodynastes peronii,153.335113,-27.782212
AU,Limnodynastes,Limnodynastes peronii,149.1238,-35.1861
AU,Limnodynastes,Limnodynastes peronii,149.118015,-35.2576
AU,Limnodynastes,Limnodynastes peronii,149.0532,-35.2176
AU,Limnodynastes,Limnodynastes peronii,149.10166,-35.2005
AU,Limnodynastes,Limnodynastes peronii,149.119439,-35.171441
AU,Limnodynastes,Limnodynastes peronii,149.13051,-35.254749
AU,Limnodynastes,Limnodynastes peronii,149.089712,-35.29841
AU,Limnodynastes,Limnodynastes peronii,149.118015,-35.2576
AU,Limnodynastes,Limnodynastes peronii,149.1239,-35.2633
AU,Limnodynastes,Limnodynastes peronii,149.1016,-35.1083
AU,Limnodynastes,Limnodynastes peronii,149.139913,-35.174179
AU,Limnodynastes,Limnodynastes peronii,149.1239,-35.2633
AU,Limnodynastes,Limnodynastes peronii,149.14658,-35.172269
AU,Limnodynastes,Limnodynastes peronii,149.14658,-35.172269
AU,Limnodynastes,Limnodynastes peronii,149.118015,-35.2576
AU,Limnodynastes,Limnodynastes peronii,149.13051,-35.254749
AU,Limnodynastes,Limnodynastes peronii,149.12389,-35.18618
AU,Limnodynastes,Limnodynastes peronii,149.118015,-35.2576
AU,Limnodynastes,Limnodynastes peronii,149.10166,-35.2005
AU,Limnodynastes,Limnodynastes peronii,149.1238,-35.1861
AU,Limnodynastes,Limnodynastes peronii,149.089712,-35.29841
AU,Limnodynastes,Limnodynastes peronii,153.1,-30.3
AU,Limnodynastes,Limnodynastes peronii,144.486663,-38.270337
AU,Limnodynastes,Limnodynastes peronii,149.111692,-35.280547
AU,Limnodynastes,Limnodynastes peronii,149.111692,-35.280547
AU,Limnodynastes,Limnodynastes peronii,149.111692,-35.280547
AU,Limnodynastes,Limnodynastes peronii,145.144845,-37.96896
AU,Limnodynastes,Limnodynastes peronii,145.05124,-37.781582
AU,Limnodynastes,Limnodynastes peronii,150.697542,-34.094983
AU,Limnodynastes,Limnodynastes peronii,150.61792,-33.755837
AU,Limnodynastes,Limnodynastes peronii,150.524789,-34.811305
AU,Limnodynastes,Limnodynastes peronii,145.049441,-37.780384
AU,Limnodynastes,Limnodynastes peronii,145.446806,-38.694364
AU,Limnodynastes,Limnodynastes peronii,143.936491,-38.368893
AU,Limnodynastes,Limnodynastes peronii,145.458725,-17.581137
AU,Limnodynastes,Limnodynastes peronii,150.561444,-34.258869
AU,Limnodynastes,Limnodynastes peronii,149.0154,-35.2125
AU,Limnodynastes,Limnodynastes peronii,149.089396,-35.345757
AU,Limnodynastes,Limnodynastes peronii,145.6,-38.6
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,153,-27.4
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,150.3,-34.7
AU,Limnodynastes,Limnodynastes peronii,152.322847,-32.614671
AU,Limnodynastes,Limnodynastes peronii,152.322799,-32.613931
AU,Limnodynastes,Limnodynastes peronii,152.32276,-32.614887
AU,Limnodynastes,Limnodynastes peronii,152.317573,-32.618648
AU,Limnodynastes,Limnodynastes peronii,152.769699,-30.211403
AU,Limnodynastes,Limnodynastes peronii,152.311088,-32.613588
AU,Limnodynastes,Limnodynastes peronii,152.323404,-32.615657
AU,Limnodynastes,Limnodynastes peronii,152.313222,-32.621655
AU,Limnodynastes,Limnodynastes peronii,152.321682,-32.613672
AU,Limnodynastes,Limnodynastes peronii,152.322923,-32.61441
AU,Limnodynastes,Limnodynastes peronii,152.307598,-32.614182
AU,Limnodynastes,Limnodynastes peronii,152.322875,-32.615158
AU,Limnodynastes,Limnodynastes peronii,152.31842,-32.619365
AU,Limnodynastes,Limnodynastes peronii,152.312984,-32.615123
AU,Limnodynastes,Limnodynastes peronii,152.316008,-32.622599
AU,Limnodynastes,Limnodynastes peronii,153.46894699999999,-28.548413
AU,Limnodynastes,Limnodynastes peronii,153.104721,-26.624644
AU,Limnodynastes,Limnodynastes peronii,153.035653,-30.434475
AU,Limnodynastes,Limnodynastes peronii,143.949247,-38.368063
AU,Limnodynastes,Limnodynastes peronii,149.0154,-35.2125
AU,Limnodynastes,Limnodynastes peronii,149.0154,-35.2125
AU,Limnodynastes,Limnodynastes peronii,149.0532,-35.2176
AU,Limnodynastes,Limnodynastes peronii,149.0154,-35.2125
AU,Limnodynastes,Limnodynastes peronii,150.465788,-35.312703
AU,Limnodynastes,Limnodynastes peronii,152.815271,-25.263028
AU,Limnodynastes,Limnodynastes peronii,149.804983,-37.529966
AU,Limnodynastes,Limnodynastes peronii,153.186967,-27.941072
AU,Limnodynastes,Limnodynastes peronii,153.351533,-29.44378
AU,Limnodynastes,Limnodynastes peronii,150.383611,-34.452778
AU,Limnodynastes,Limnodynastes peronii,153.401307,-28.258027
AU,Limnodynastes,Limnodynastes peronii,153.401403,-28.258051
AU,Limnodynastes,Limnodynastes peronii,153.401403,-28.258108
AU,Limnodynastes,Limnodynastes peronii,153.041254,-27.376953
AU,Limnodynastes,Limnodynastes tasmaniensis,148.694747,-36.360387
AU,Limnodynastes,Limnodynastes tasmaniensis,149.044692,-33.351075
AU,Limnodynastes,Limnodynastes tasmaniensis,149.1,-35.2
AU,Limnodynastes,Limnodynastes tasmaniensis,145.478693,-36.606698
AU,Limnodynastes,Limnodynastes tasmaniensis,148.717438,-26.50035
AU,Limnodynastes,Limnodynastes tasmaniensis,151.738342,-30.587397
AU,Limnodynastes,Limnodynastes tasmaniensis,148.801781,-35.889667
AU,Limnodynastes,Limnodynastes tasmaniensis,145.426499,-36.554321
AU,Limnodynastes,Limnodynastes tasmaniensis,151.375955,-33.229343
AU,Limnodynastes,Limnodynastes tasmaniensis,148.746462,-26.529263
AU,Limnodynastes,Limnodynastes tasmaniensis,145.426499,-36.554321
AU,Limnodynastes,Limnodynastes tasmaniensis,145.426499,-36.554321
AU,Limnodynastes,Limnodynastes tasmaniensis,148.746413,-26.529208
AU,Limnodynastes,Limnodynastes tasmaniensis,149.484878,-33.753647
AU,Limnodynastes,Limnodynastes tasmaniensis,145.30878,-37.743224
AU,Limnodynastes,Limnodynastes tasmaniensis,149.045136,-33.3511
AU,Limnodynastes,Limnodynastes tasmaniensis,153.089055,-28.644236
AU,Limnodynastes,Limnodynastes tasmaniensis,150.838655,-33.928564
AU,Limnodynastes,Limnodynastes tasmaniensis,144.945387,-37.694587
AU,Limnodynastes,Limnodynastes tasmaniensis,144.547893,-38.207875
AU,Limnodynastes,Limnodynastes tasmaniensis,138.401581,-32.637494
AU,Limnodynastes,Limnodynastes tasmaniensis,144.96039,-35.95233
AU,Limnodynastes,Limnodynastes tasmaniensis,149.165468,-35.235276
AU,Limnodynastes,Limnodynastes tasmaniensis,139.25858,-35.125007
AU,Limnodynastes,Limnodynastes tasmaniensis,138.555629,-35.088999
AU,Limnodynastes,Limnodynastes tasmaniensis,138.623582,-34.787744000000004
AU,Limnodynastes,Limnodynastes tasmaniensis,149.2464,-35.3724
AU,Limnodynastes,Limnodynastes tasmaniensis,149.2464,-35.3724
AU,Limnodynastes,Limnodynastes tasmaniensis,149.074945,-35.269501
AU,Limnodynastes,Limnodynastes tasmaniensis,149.2464,-35.3724
AU,Limnodynastes,Limnodynastes tasmaniensis,149.132549,-35.430568
AU,Limnodynastes,Limnodynastes tasmaniensis,149.153299,-35.155886
AU,Limnodynastes,Limnodynastes tasmaniensis,149.116812,-35.35014
AU,Limnodynastes,Limnodynastes tasmaniensis,139.305106,-35.785468
AU,Limnodynastes,Limnodynastes tasmaniensis,140.806752,-34.201867
AU,Limnodynastes,Limnodynastes tasmaniensis,141.001192,-33.931061
AU,Limnodynastes,Limnodynastes tasmaniensis,139.156444,-35.102844
AU,Limnodynastes,Limnodynastes tasmaniensis,139.139406,-35.370463
AU,Limnodynastes,Limnodynastes tasmaniensis,139.305106,-35.785468
AU,Limnodynastes,Limnodynastes tasmaniensis,139.30528,-35.785745
AU,Limnodynastes,Limnodynastes tasmaniensis,139.156444,-35.102844
AU,Limnodynastes,Limnodynastes tasmaniensis,140.887812,-33.920945
AU,Limnodynastes,Limnodynastes tasmaniensis,140.807007,-34.202108
AU,Limnodynastes,Limnodynastes tasmaniensis,140.896799,-33.908831
AU,Limnodynastes,Limnodynastes tasmaniensis,147.016537,-36.030665
AU,Limnodynastes,Limnodynastes tasmaniensis,144.06586,-34.54333
AU,Limnodynastes,Limnodynastes tasmaniensis,143.9985,-34.5685
AU,Limnodynastes,Limnodynastes tasmaniensis,144.06552,-34.54332
AU,Limnodynastes,Limnodynastes tasmaniensis,144.05485,-34.54072
AU,Limnodynastes,Limnodynastes tasmaniensis,144.06726,-34.54348
AU,Limnodynastes,Limnodynastes tasmaniensis,144.05142,-34.54464
AU,Limnodynastes,Limnodynastes tasmaniensis,143.99881,-34.56776
AU,Limnodynastes,Limnodynastes tasmaniensis,144.06552,-34.54332
AU,Limnodynastes,Limnodynastes tasmaniensis,151.686729,-30.528485
AU,Limnodynastes,Limnodynastes tasmaniensis,150.77096,-32.36155
AU,Limnodynastes,Limnodynastes tasmaniensis,150.757324,-32.373898
AU,Limnodynastes,Limnodynastes tasmaniensis,150.769913,-32.361336
AU,Limnodynastes,Limnodynastes tasmaniensis,150.744781,-32.371185
AU,Limnodynastes,Limnodynastes tasmaniensis,150.755524,-32.374161
AU,Limnodynastes,Limnodynastes tasmaniensis,150.744598,-32.371274
AU,Limnodynastes,Limnodynastes tasmaniensis,150.738724,-32.372738
AU,Limnodynastes,Limnodynastes tasmaniensis,150.772888,-32.361256
AU,Limnodynastes,Limnodynastes tasmaniensis,150.75634,-32.37437
AU,Limnodynastes,Limnodynastes tasmaniensis,150.755478,-32.374069
AU,Limnodynastes,Limnodynastes tasmaniensis,150.755885,-32.374095
AU,Limnodynastes,Limnodynastes tasmaniensis,149.665409,-32.152213
AU,Limnodynastes,Limnodynastes tasmaniensis,149.1688,-35.2412
AU,Limnodynastes,Limnodynastes tasmaniensis,149.1664,-35.1753
AU,Limnodynastes,Limnodynastes tasmaniensis,149.1584,-35.1793
AU,Limnodynastes,Limnodynastes tasmaniensis,149.153936,-35.178686
AU,Limnodynastes,Limnodynastes tasmaniensis,149.152773,-35.261251
AU,Limnodynastes,Limnodynastes tasmaniensis,138.500212,-35.155451
AU,Limnodynastes,Limnodynastes tasmaniensis,140.895845,-33.907583
AU,Limnodynastes,Limnodynastes tasmaniensis,140.862605,-34.011992
AU,Limnodynastes,Limnodynastes tasmaniensis,138.526877,-35.09928
AU,Limnodynastes,Limnodynastes tasmaniensis,138.695503,-34.714822
AU,Limnodynastes,Limnodynastes tasmaniensis,138.637305,-34.996399
AU,Limnodynastes,Limnodynastes tasmaniensis,138.637038,-34.996185
AU,Limnodynastes,Limnodynastes tasmaniensis,139.826182,-34.089111
AU,Limnodynastes,Limnodynastes tasmaniensis,139.305154,-35.785965
AU,Limnodynastes,Limnodynastes tasmaniensis,138.763461,-35.509803
AU,Limnodynastes,Limnodynastes tasmaniensis,139.305154,-35.785965
AU,Limnodynastes,Limnodynastes tasmaniensis,140.896275,-33.907791
AU,Limnodynastes,Limnodynastes tasmaniensis,138.915013,-35.042877
AU,Limnodynastes,Limnodynastes tasmaniensis,138.685465,-34.829338
AU,Limnodynastes,Limnodynastes tasmaniensis,149.102358,-35.326448
AU,Limnodynastes,Limnodynastes tasmaniensis,150.3,-34.6
AU,Limnodynastes,Limnodynastes tasmaniensis,150.934568,-32.278071
AU,Limnodynastes,Limnodynastes tasmaniensis,151.342109,-32.769938
AU,Limnodynastes,Limnodynastes tasmaniensis,151.344453,-32.770168
AU,Limnodynastes,Limnodynastes tasmaniensis,151.736633,-30.894333
AU,Limnodynastes,Limnodynastes tasmaniensis,144.00178,-34.51258
AU,Limnodynastes,Limnodynastes tasmaniensis,144.09397,-34.50009
AU,Limnodynastes,Limnodynastes tasmaniensis,143.99865,-34.56827
AU,Limnodynastes,Limnodynastes tasmaniensis,144.80116,-34.38042
AU,Limnodynastes,Limnodynastes tasmaniensis,143.79156,-34.40454
AU,Limnodynastes,Limnodynastes tasmaniensis,144.05523,-34.54068
AU,Limnodynastes,Limnodynastes tasmaniensis,143.99858,-34.56836
AU,Limnodynastes,Limnodynastes tasmaniensis,144.00174,-34.51205
AU,Limnodynastes,Limnodynastes tasmaniensis,143.99794,-34.56946
AU,Limnodynastes,Limnodynastes tasmaniensis,144.0928,-34.5015
AU,Limnodynastes,Limnodynastes tasmaniensis,144.80117,-34.38044
AU,Limnodynastes,Limnodynastes tasmaniensis,144.02464,-34.51413
AU,Limnodynastes,Limnodynastes tasmaniensis,143.9986,-34.5683
AU,Limnodynastes,Limnodynastes tasmaniensis,144.00145,-34.51371
AU,Limnodynastes,Limnodynastes tasmaniensis,144.00145,-34.51372
AU,Limnodynastes,Limnodynastes tasmaniensis,144.00178,-34.51258
AU,Limnodynastes,Limnodynastes tasmaniensis,149.96025,-29.40842
AU,Limnodynastes,Limnodynastes tasmaniensis,150.306836,-34.649315
AU,Limnodynastes,Limnodynastes tasmaniensis,150.134195,-33.372253
AU,Limnodynastes,Limnodynastes tasmaniensis,149.2464,-35.3724
AU,Limnodynastes,Limnodynastes tasmaniensis,145.312537,-36.691807
AU,Limnodynastes,Limnodynastes tasmaniensis,145.319113,-36.693476
AU,Limnodynastes,Limnodynastes tasmaniensis,137.020436,-35.982977
AU,Limnodynastes,Limnodynastes tasmaniensis,146.236058,-36.15655
AU,Limnodynastes,Limnodynastes tasmaniensis,144.090073,-37.307591
AU,Limnodynastes,Limnodynastes tasmaniensis,149.0734,-35.2911
AU,Limnodynastes,Limnodynastes tasmaniensis,149.161547,-35.178046
AU,Limnodynastes,Limnodynastes tasmaniensis,149.0814,-35.284
AU,Limnodynastes,Limnodynastes tasmaniensis,149.153936,-35.178686
AU,Limnodynastes,Limnodynastes tasmaniensis,149.1584,-35.1793
AU,Limnodynastes,Limnodynastes tasmaniensis,149.130252,-35.252939
AU,Limnodynastes,Limnodynastes tasmaniensis,149.251146,-35.364389
AU,Limnodynastes,Limnodynastes tasmaniensis,149.437795,-35.284932
AU,Limnodynastes,Limnodynastes tasmaniensis,138.451608,-35.28585
AU,Limnodynastes,Limnodynastes tasmaniensis,140.887737,-33.907455
AU,Limnodynastes,Limnodynastes tasmaniensis,140.870432,-34.018388
AU,Limnodynastes,Limnodynastes tasmaniensis,150.903625,-31.596518
AU,Limnodynastes,Limnodynastes tasmaniensis,150.890058,-33.664241
AU,Limnodynastes,Limnodynastes tasmaniensis,145.1,-38.1
AU,Limnodynastes,Limnodynastes tasmaniensis,149.054119,-35.322246
AU,Limnodynastes,Limnodynastes tasmaniensis,149.43747,-35.286442
AU,Limnodynastes,Limnodynastes tasmaniensis,149.26829,-29.222892
AU,Limnodynastes,Limnodynastes tasmaniensis,149.350634,-29.270417
AU,Limnodynastes,Limnodynastes tasmaniensis,149.38181,-29.276094
AU,Limnodynastes,Limnodynastes tasmaniensis,149.350634,-29.270417
AU,Limnodynastes,Limnodynastes tasmaniensis,149.325246,-29.340261
AU,Limnodynastes,Limnodynastes tasmaniensis,149.87045,-35.08064
AU,Limnodynastes,Limnodynastes tasmaniensis,149.149939,-35.263541
AU,Limnodynastes,Limnodynastes tasmaniensis,144.558625,-37.614228
AU,Limnodynastes,Limnodynastes tasmaniensis,138.802872,-35.189438
AU,Limnodynastes,Limnodynastes tasmaniensis,146.725669,-38.475618
AU,Limnodynastes,Limnodynastes tasmaniensis,139.313658,-35.14814
AU,Limnodynastes,Limnodynastes tasmaniensis,138.791571,-35.524534
AU,Limnodynastes,Limnodynastes tasmaniensis,149.103638,-35.206538
AU,Limnodynastes,Limnodynastes tasmaniensis,140.753573,-34.211073
AU,Limnodynastes,Limnodynastes tasmaniensis,140.860155,-34.023948
AU,Limnodynastes,Limnodynastes tasmaniensis,140.895808,-33.907459
AU,Limnodynastes,Limnodynastes tasmaniensis,140.73353,-34.119647
AU,Limnodynastes,Limnodynastes tasmaniensis,138.821268,-34.73179
AU,Limnodynastes,Limnodynastes tasmaniensis,140.730929,-34.207884
AU,Limnodynastes,Limnodynastes tasmaniensis,138.61271,-34.805493
AU,Limnodynastes,Limnodynastes tasmaniensis,140.886364,-33.897832
AU,Limnodynastes,Limnodynastes tasmaniensis,149.082315,-35.276428
AU,Limnodynastes,Limnodynastes tasmaniensis,149.082357,-35.276915
AU,Limnodynastes,Limnodynastes tasmaniensis,149.083147,-35.277107
AU,Limnodynastes,Limnodynastes tasmaniensis,149.067964,-35.29025
AU,Limnodynastes,Limnodynastes tasmaniensis,144.5,-38.3
AU,Limnodynastes,Limnodynastes tasmaniensis,138.4,-33.7
AU,Limnodynastes,Limnodynastes tasmaniensis,138.6,-33.8
AU,Limnodynastes,Limnodynastes tasmaniensis,152.1,-27.3
AU,Limnodynastes,Limnodynastes tasmaniensis,148.915557,-36.112496
AU,Limnodynastes,Limnodynastes tasmaniensis,149.485745,-36.307651
AU,Limnodynastes,Limnodynastes tasmaniensis,148.9161,-36.112866
AU,Limnodynastes,Limnodynastes tasmaniensis,149.847191,-30.494251
AU,Limnodynastes,Limnodynastes tasmaniensis,114.9,-29
AU,Limnodynastes,Limnodynastes tasmaniensis,144.323538,-38.315168
AU,Limnodynastes,Limnodynastes tasmaniensis,149.044892,-33.351238
AU,Limnodynastes,Limnodynastes tasmaniensis,151.492493,-33.238178
AU,Limnodynastes,Limnodynastes tasmaniensis,145.180008,-38.034305
AU,Limnodynastes,Limnodynastes tasmaniensis,149.489855,-36.10907
AU,Limnodynastes,Limnodynastes tasmaniensis,143.848942,-37.781517
AU,Limnodynastes,Limnodynastes tasmaniensis,138.537094,-34.931265
AU,Limnodynastes,Limnodynastes tasmaniensis,151.648348,-32.691394
AU,Limnodynastes,Limnodynastes tasmaniensis,152.678108,-28.001503
